source;site_id;site_name;inverter_id;inverter_name;inverter_no;mppt_no;string_no;module_qty;orient_code;is_active;commission_date;decommission_date;notes
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;11;22;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;12;23;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;5;12;24;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;1;2;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;2;4;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;3;6;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;4;8;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;5;10;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;6;12;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;7;14;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;8;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;9;18;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;10;20;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;11;22;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;12;23;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;6;12;24;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;1;1;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;1;2;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;2;3;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;2;4;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;3;5;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;3;6;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;4;7;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;4;8;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;5;9;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;5;10;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;6;11;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;6;12;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;7;13;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;7;14;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;8;15;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;8;16;20.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;9;17;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;9;18;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;10;19;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;10;20;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;11;21;0.0;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;11;22;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;12;23;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1628909;PLTS Frina Lestari Nusantara;;;7;12;24;18.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;1;1;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;1;2;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;2;3;0.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;2;4;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;3;5;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;3;6;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;4;7;0.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;4;8;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;5;9;0.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;5;10;14.0;4.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;6;11;0.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;6;12;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;7;13;0.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;7;14;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;8;15;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;8;16;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;9;17;0.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;9;18;14.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;10;19;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;1;10;20;16.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;1;1;19.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;1;2;19.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;2;3;0.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;2;4;20.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;3;5;0.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;3;6;20.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;4;7;0.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;4;8;20.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;5;9;0.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;5;10;20.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;6;11;0.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;6;12;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;7;13;0.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;7;14;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;8;15;0.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;8;16;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;9;17;0.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;9;18;18.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;10;19;0.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;2;10;20;18.0;6.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;1;1;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;1;2;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;2;3;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;2;4;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;3;5;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;3;6;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;4;7;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;4;8;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;5;9;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;5;10;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;6;11;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;6;12;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;7;13;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;7;14;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;8;15;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;8;16;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;9;17;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;9;18;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;10;19;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;3;10;20;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;1;1;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;1;2;16.0;5.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;2;3;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;2;4;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;3;5;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;3;6;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;4;7;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;4;8;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;5;9;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;5;10;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;6;11;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;6;12;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;7;13;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;7;14;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;8;15;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;8;16;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;9;17;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;9;18;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;10;19;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;4;10;20;16.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;1;1;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;1;2;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;2;3;0.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;2;4;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;3;5;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;3;6;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;4;7;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;4;8;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;5;9;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;5;10;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;6;11;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;6;12;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;7;13;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;7;14;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;8;15;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;8;16;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;9;17;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;9;18;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;10;19;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;5;10;20;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;1;1;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;1;2;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;2;3;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;2;4;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;3;5;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;3;6;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;4;7;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;4;8;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;5;9;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;5;10;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;6;11;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;6;12;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;7;13;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;7;14;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;8;15;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;8;16;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;9;17;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;9;18;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;10;19;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;6;10;20;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;1;1;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;1;2;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;2;3;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;2;4;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;3;5;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;3;6;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;4;7;0.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
FusionSolar;NE=53771627;PLTS Mall Panakkukang;;;7;4;8;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
