source;site_id;site_name;inverter_id;inverter_name;inverter_no;mppt_no;string_no;module_qty;orient_code;is_active;commission_date;decommission_date;notes
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;2;5;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;3;7;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;3;8;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;4;10;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;4;11;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;5;13;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;5;14;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;6;16;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;6;17;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;7;19;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;7;20;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1763661;PLTS On Grid Sorini Towa Berlian Corporindo;;;10;7;21;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;1;1;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;1;2;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;1;3;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;2;4;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;2;5;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;3;7;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;3;8;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;4;10;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;4;11;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;5;13;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;5;14;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;6;16;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;6;17;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;7;19;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;7;20;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;1;7;21;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;1;1;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;1;2;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;1;3;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;2;4;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;2;5;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;3;7;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;3;8;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;4;10;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;4;11;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;5;13;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;5;14;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;6;16;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;6;17;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;7;19;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;7;20;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;2;7;21;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;1;1;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;1;2;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;1;3;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;2;4;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;2;5;18.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;3;7;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;3;8;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;4;10;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;4;11;19.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;5;13;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;5;14;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;6;16;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;6;17;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;7;19;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;7;20;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;3;7;21;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;1;1;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;1;2;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;1;3;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;2;4;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;2;5;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;3;7;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;3;8;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;4;10;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;4;11;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;5;13;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;5;14;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;6;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;6;17;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;7;19;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;7;20;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;4;7;21;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;1;1;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;1;2;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;1;3;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;2;4;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;2;5;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;3;7;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;3;8;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;4;10;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;4;11;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;5;13;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;5;14;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;6;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;6;17;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;7;19;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;7;20;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;5;7;21;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;1;1;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;1;2;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;1;3;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;2;4;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;2;5;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;3;7;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;3;8;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;4;10;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;4;11;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;5;13;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;5;14;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;6;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;6;17;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;7;19;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;7;20;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;6;7;21;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;1;1;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;1;2;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;1;3;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;2;4;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;2;5;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;3;7;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;3;8;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;4;10;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;4;11;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;5;13;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;5;14;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;6;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;6;17;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;6;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;7;19;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;7;20;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;7;7;21;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;1;1;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;1;2;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;1;3;18.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;2;4;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;2;5;19.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;2;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;3;7;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;3;8;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;3;9;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;4;10;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;4;11;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;4;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;5;13;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;5;14;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;5;15;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1680199;PLTS Rooftop Sumatera Prima Fibreboard;;;8;6;16;20.0;3.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
