Unnamed: 0,Sites,Inverter No,MPPT No,String No,Module Qty,Orient Code,Azimuth,Tilt,Coordinate (x),Coordinate (y),Area,Row,Cable Length,Cable Size
,SLI,4,11,21,0.0,,,,,,,,,
,SLI,4,11,22,20.0,3.0,,,,,,,,
,SLI,4,12,23,0.0,,,,,,,,,
,SLI,4,12,24,18.0,3.0,,,,,,,,
,SLI,5,1,1,0.0,,,,,,,,,
,SLI,5,1,2,20.0,3.0,,,,,,,,
,SLI,5,2,3,20.0,3.0,,,,,,,,
,SLI,5,2,4,20.0,3.0,,,,,,,,
,SLI,5,3,5,0.0,,,,,,,,,
,SLI,5,3,6,18.0,3.0,,,,,,,,
,SLI,5,4,7,0.0,,,,,,,,,
,SLI,5,4,8,20.0,3.0,,,,,,,,
,SLI,5,5,9,0.0,,,,,,,,,
,SLI,5,5,10,20.0,3.0,,,,,,,,
,SLI,5,6,11,0.0,,,,,,,,,
,SLI,5,6,12,18.0,3.0,,,,,,,,
,SLI,5,7,13,0.0,,,,,,,,,
,SLI,5,7,14,20.0,4.0,,,,,,,,
,SLI,5,8,15,0.0,,,,,,,,,
,SLI,5,8,16,20.0,4.0,,,,,,,,
,SLI,5,9,17,0.0,,,,,,,,,
,SLI,5,9,18,20.0,4.0,,,,,,,,
,SLI,5,10,19,0.0,,,,,,,,,
,SLI,5,10,20,18.0,4.0,,,,,,,,
,SLI,5,11,21,0.0,,,,,,,,,
,SLI,5,11,22,20.0,4.0,,,,,,,,
,SLI,5,12,23,0.0,,,,,,,,,
,SLI,5,12,24,20.0,4.0,,,,,,,,
,SLI,6,1,1,0.0,,,,,,,,,
,SLI,6,1,2,20.0,4.0,,,,,,,,
,SLI,6,2,3,18.0,4.0,,,,,,,,
,SLI,6,2,4,18.0,4.0,,,,,,,,
,SLI,6,3,5,0.0,,,,,,,,,
,SLI,6,3,6,20.0,4.0,,,,,,,,
,SLI,6,4,7,0.0,,,,,,,,,
,SLI,6,4,8,20.0,4.0,,,,,,,,
,SLI,6,5,9,0.0,,,,,,,,,
,SLI,6,5,10,20.0,4.0,,,,,,,,
,SLI,6,6,11,0.0,,,,,,,,,
,SLI,6,6,12,20.0,4.0,,,,,,,,
,SLI,6,7,13,0.0,,,,,,,,,
,SLI,6,7,14,20.0,4.0,,,,,,,,
,SLI,6,8,15,20.0,4.0,,,,,,,,
,SLI,6,8,16,20.0,4.0,,,,,,,,
,SLI,6,9,17,0.0,,,,,,,,,
,SLI,6,9,18,18.0,4.0,,,,,,,,
,SLI,6,10,19,0.0,,,,,,,,,
,SLI,6,10,20,20.0,4.0,,,,,,,,
,SLI,6,11,21,0.0,,,,,,,,,
,SLI,6,11,22,20.0,4.0,,,,,,,,
,SLI,6,12,23,0.0,,,,,,,,,
,SLI,6,12,24,20.0,4.0,,,,,,,,
,SLI,7,1,1,0.0,,,,,,,,,
,SLI,7,1,2,20.0,1.0,,,,,,,,
,SLI,7,2,3,0.0,,,,,,,,,
,SLI,7,2,4,20.0,1.0,,,,,,,,
,SLI,7,3,5,0.0,,,,,,,,,
,SLI,7,3,6,20.0,1.0,,,,,,,,
,SLI,7,4,7,0.0,,,,,,,,,
,SLI,7,4,8,20.0,1.0,,,,,,,,
,SLI,7,5,9,0.0,,,,,,,,,
,SLI,7,5,10,20.0,1.0,,,,,,,,
,SLI,7,6,11,0.0,,,,,,,,,
,SLI,7,6,12,20.0,1.0,,,,,,,,
,SLI,7,7,13,0.0,,,,,,,,,
,SLI,7,7,14,20.0,1.0,,,,,,,,
,SLI,7,8,15,0.0,,,,,,,,,
,SLI,7,8,16,20.0,1.0,,,,,,,,
,SLI,7,9,17,0.0,,,,,,,,,
,SLI,7,9,18,20.0,1.0,,,,,,,,
,SLI,7,10,19,0.0,,,,,,,,,
,SLI,7,10,20,20.0,1.0,,,,,,,,
,SLI,7,11,21,0.0,,,,,,,,,
,SLI,7,11,22,20.0,1.0,,,,,,,,
,SLI,7,12,23,0.0,,,,,,,,,
,SLI,7,12,24,20.0,1.0,,,,,,,,
,SLI,8,1,1,0.0,,,,,,,,,
,SLI,8,1,2,20.0,1.0,,,,,,,,
,SLI,8,2,3,0.0,,,,,,,,,
,SLI,8,2,4,20.0,1.0,,,,,,,,
,SLI,8,3,5,0.0,,,,,,,,,
,SLI,8,3,6,20.0,1.0,,,,,,,,
,SLI,8,4,7,0.0,,,,,,,,,
,SLI,8,4,8,20.0,1.0,,,,,,,,
,SLI,8,5,9,0.0,,,,,,,,,
,SLI,8,5,10,20.0,1.0,,,,,,,,
,SLI,8,6,11,0.0,,,,,,,,,
,SLI,8,6,12,20.0,1.0,,,,,,,,
,SLI,8,7,13,0.0,,,,,,,,,
,SLI,8,7,14,20.0,1.0,,,,,,,,
,SLI,8,8,15,0.0,,,,,,,,,
,SLI,8,8,16,20.0,1.0,,,,,,,,
,SLI,8,9,17,0.0,,,,,,,,,
,SLI,8,9,18,20.0,1.0,,,,,,,,
,SLI,8,10,19,0.0,,,,,,,,,
,SLI,8,10,20,20.0,1.0,,,,,,,,
,SLI,8,11,21,0.0,,,,,,,,,
,SLI,8,11,22,20.0,1.0,,,,,,,,
,SLI,8,12,23,0.0,,,,,,,,,
,SLI,8,12,24,20.0,1.0,,,,,,,,
,SLI,9,1,1,0.0,,,,,,,,,
,SLI,9,1,2,20.0,1.0,,,,,,,,
,SLI,9,2,3,20.0,2.0,,,,,,,,
,SLI,9,2,4,20.0,2.0,,,,,,,,
,SLI,9,3,5,0.0,,,,,,,,,
,SLI,9,3,6,20.0,2.0,,,,,,,,
,SLI,9,4,7,0.0,,,,,,,,,
,SLI,9,4,8,20.0,2.0,,,,,,,,
,SLI,9,5,9,0.0,,,,,,,,,
,SLI,9,5,10,20.0,2.0,,,,,,,,
,SLI,9,6,11,0.0,,,,,,,,,
,SLI,9,6,12,18.0,2.0,,,,,,,,
,SLI,9,7,13,0.0,,,,,,,,,
,SLI,9,7,14,20.0,2.0,,,,,,,,
,SLI,9,8,15,0.0,,,,,,,,,
,SLI,9,8,16,20.0,2.0,,,,,,,,
,SLI,9,9,17,0.0,,,,,,,,,
,SLI,9,9,18,18.0,2.0,,,,,,,,
,SLI,9,10,19,0.0,,,,,,,,,
,SLI,9,10,20,20.0,2.0,,,,,,,,
,SLI,9,11,21,0.0,,,,,,,,,
,SLI,9,11,22,20.0,2.0,,,,,,,,
,SLI,9,12,23,0.0,,,,,,,,,
,SLI,9,12,24,20.0,2.0,,,,,,,,
,SLI,10,1,1,0.0,,,,,,,,,
,SLI,10,1,2,20.0,2.0,,,,,,,,
,SLI,10,2,3,0.0,,,,,,,,,
,SLI,10,2,4,20.0,2.0,,,,,,,,
,SLI,10,3,5,0.0,,,,,,,,,
,SLI,10,3,6,20.0,2.0,,,,,,,,
,SLI,10,4,7,0.0,,,,,,,,,
,SLI,10,4,8,20.0,2.0,,,,,,,,
,SLI,10,5,9,0.0,,,,,,,,,
,SLI,10,5,10,20.0,2.0,,,,,,,,
,SLI,10,6,11,0.0,,,,,,,,,
,SLI,10,6,12,20.0,2.0,,,,,,,,
,SLI,10,7,13,0.0,,,,,,,,,
,SLI,10,7,14,20.0,2.0,,,,,,,,
,SLI,10,8,15,0.0,,,,,,,,,
,SLI,10,8,16,20.0,2.0,,,,,,,,
,SLI,10,9,17,0.0,,,,,,,,,
,SLI,10,9,18,20.0,2.0,,,,,,,,
,SLI,10,10,19,0.0,,,,,,,,,
,SLI,10,10,20,20.0,2.0,,,,,,,,
,SLI,10,11,21,0.0,,,,,,,,,
,SLI,10,11,22,20.0,3.0,,,,,,,,
,SLI,10,12,23,0.0,,,,,,,,,
,SLI,10,12,24,20.0,3.0,,,,,,,,
,SLI,11,1,1,0.0,,,,,,,,,
,SLI,11,1,2,20.0,3.0,,,,,,,,
,SLI,11,2,3,0.0,,,,,,,,,
,SLI,11,2,4,20.0,3.0,,,,,,,,
,SLI,11,3,5,0.0,,,,,,,,,
,SLI,11,3,6,20.0,3.0,,,,,,,,
,SLI,11,4,7,20.0,3.0,,,,,,,,
,SLI,11,4,8,20.0,3.0,,,,,,,,
,SLI,11,5,9,0.0,,,,,,,,,
,SLI,11,5,10,20.0,3.0,,,,,,,,
,SLI,11,6,11,0.0,,,,,,,,,
,SLI,11,6,12,20.0,3.0,,,,,,,,
,SLI,11,7,13,0.0,,,,,,,,,
,SLI,11,7,14,20.0,3.0,,,,,,,,
,SLI,11,8,15,0.0,,,,,,,,,
,SLI,11,8,16,20.0,3.0,,,,,,,,
,SLI,11,9,17,0.0,,,,,,,,,
,SLI,11,9,18,20.0,3.0,,,,,,,,
,SLI,11,10,19,0.0,,,,,,,,,
,SLI,11,10,20,20.0,3.0,,,,,,,,
,SLI,11,11,21,0.0,,,,,,,,,
,SLI,11,11,22,20.0,3.0,,,,,,,,
,SLI,11,12,23,0.0,,,,,,,,,
,SLI,11,12,24,20.0,3.0,,,,,,,,
,SLI,12,1,1,0.0,,,,,,,,,
,SLI,12,1,2,20.0,3.0,,,,,,,,
,SLI,12,2,3,0.0,,,,,,,,,
,SLI,12,2,4,20.0,3.0,,,,,,,,
,SLI,12,3,5,0.0,,,,,,,,,
,SLI,12,3,6,20.0,3.0,,,,,,,,
,SLI,12,4,7,0.0,,,,,,,,,
,SLI,12,4,8,20.0,3.0,,,,,,,,
,SLI,12,5,9,0.0,,,,,,,,,
,SLI,12,5,10,20.0,3.0,,,,,,,,
,SLI,12,6,11,0.0,,,,,,,,,
,SLI,12,6,12,20.0,3.0,,,,,,,,
,SLI,12,7,13,0.0,,,,,,,,,
,SLI,12,7,14,20.0,3.0,,,,,,,,
,SLI,12,8,15,0.0,,,,,,,,,
,SLI,12,8,16,20.0,3.0,,,,,,,,
,SLI,12,9,17,0.0,,,,,,,,,
,SLI,12,9,18,20.0,3.0,,,,,,,,
,SLI,12,10,19,0.0,,,,,,,,,
,SLI,12,10,20,20.0,3.0,,,,,,,,
,SLI,12,11,21,0.0,,,,,,,,,
,SLI,12,11,22,20.0,3.0,,,,,,,,
,SLI,12,12,23,0.0,,,,,,,,,
,SLI,12,12,24,18.0,3.0,,,,,,,,
,SLI,13,1,1,0.0,,,,,,,,,
,SLI,13,1,2,20.0,3.0,,,,,,,,
,SLI,13,2,3,0.0,,,,,,,,,
,SLI,13,2,4,20.0,3.0,,,,,,,,
,SLI,13,3,5,0.0,,,,,,,,,
,SLI,13,3,6,20.0,3.0,,,,,,,,
,SLI,13,4,7,0.0,,,,,,,,,
,SLI,13,4,8,20.0,4.0,,,,,,,,
,SLI,13,5,9,0.0,,,,,,,,,
,SLI,13,5,10,20.0,4.0,,,,,,,,
,SLI,13,6,11,0.0,,,,,,,,,
,SLI,13,6,12,20.0,4.0,,,,,,,,
,SLI,13,7,13,0.0,,,,,,,,,
,SLI,13,7,14,20.0,4.0,,,,,,,,
,SLI,13,8,15,0.0,,,,,,,,,
,SLI,13,8,16,20.0,4.0,,,,,,,,
,SLI,13,9,17,0.0,,,,,,,,,
,SLI,13,9,18,20.0,4.0,,,,,,,,
,SLI,13,10,19,0.0,,,,,,,,,
,SLI,13,10,20,20.0,4.0,,,,,,,,
,SLI,13,11,21,0.0,,,,,,,,,
,SLI,13,11,22,20.0,4.0,,,,,,,,
,SLI,13,12,23,0.0,,,,,,,,,
,SLI,13,12,24,20.0,4.0,,,,,,,,
,SLI,14,1,1,0.0,,,,,,,,,
,SLI,14,1,2,20.0,4.0,,,,,,,,
,SLI,14,2,3,0.0,,,,,,,,,
,SLI,14,2,4,20.0,4.0,,,,,,,,
,SLI,14,3,5,0.0,,,,,,,,,
,SLI,14,3,6,20.0,4.0,,,,,,,,
,SLI,14,4,7,0.0,,,,,,,,,
,SLI,14,4,8,20.0,4.0,,,,,,,,
,SLI,14,5,9,0.0,,,,,,,,,
,SLI,14,5,10,20.0,4.0,,,,,,,,
,SLI,14,6,11,0.0,,,,,,,,,
,SLI,14,6,12,20.0,4.0,,,,,,,,
,SLI,14,7,13,0.0,,,,,,,,,
,SLI,14,7,14,20.0,4.0,,,,,,,,
,SLI,14,8,15,0.0,,,,,,,,,
,SLI,14,8,16,20.0,4.0,,,,,,,,
,SLI,14,9,17,0.0,,,,,,,,,
,SLI,14,9,18,20.0,4.0,,,,,,,,
,SLI,14,10,19,0.0,,,,,,,,,
,SLI,14,10,20,20.0,4.0,,,,,,,,
,SLI,14,11,21,0.0,,,,,,,,,
,SLI,14,11,22,20.0,4.0,,,,,,,,
,SLI,14,12,23,0.0,,,,,,,,,
,SLI,14,12,24,20.0,4.0,,,,,,,,
,SLI,15,1,1,0.0,,,,,,,,,
,SLI,15,1,2,20.0,4.0,,,,,,,,
,SLI,15,2,3,0.0,,,,,,,,,
,SLI,15,2,4,20.0,4.0,,,,,,,,
,SLI,15,3,5,0.0,,,,,,,,,
,SLI,15,3,6,20.0,4.0,,,,,,,,
,SLI,15,4,7,0.0,,,,,,,,,
,SLI,15,4,8,20.0,4.0,,,,,,,,
,SLI,15,5,9,0.0,,,,,,,,,
,SLI,15,5,10,20.0,5.0,,,,,,,,
,SLI,15,6,11,0.0,,,,,,,,,
,SLI,15,6,12,20.0,5.0,,,,,,,,
,SLI,15,7,13,0.0,,,,,,,,,
,SLI,15,7,14,20.0,5.0,,,,,,,,
,SLI,15,8,15,0.0,,,,,,,,,
,SLI,15,8,16,20.0,5.0,,,,,,,,
,SLI,15,9,17,0.0,,,,,,,,,
,SLI,15,9,18,20.0,5.0,,,,,,,,
,SLI,15,10,19,0.0,,,,,,,,,
,SLI,15,10,20,20.0,5.0,,,,,,,,
,SLI,15,11,21,0.0,,,,,,,,,
,SLI,15,11,22,20.0,5.0,,,,,,,,
,SLI,15,12,23,0.0,,,,,,,,,
,SLI,15,12,24,20.0,5.0,,,,,,,,
,SLI,16,1,1,0.0,,,,,,,,,
,SLI,16,1,2,20.0,5.0,,,,,,,,
,SLI,16,2,3,0.0,,,,,,,,,
,SLI,16,2,4,20.0,5.0,,,,,,,,
,SLI,16,3,5,0.0,,,,,,,,,
,SLI,16,3,6,20.0,5.0,,,,,,,,
,SLI,16,4,7,0.0,,,,,,,,,
,SLI,16,4,8,20.0,5.0,,,,,,,,
,SLI,16,5,9,0.0,,,,,,,,,
,SLI,16,5,10,20.0,5.0,,,,,,,,
,SLI,16,6,11,0.0,,,,,,,,,
,SLI,16,6,12,20.0,5.0,,,,,,,,
,SLI,16,7,13,0.0,,,,,,,,,
,SLI,16,7,14,20.0,5.0,,,,,,,,
,SLI,16,8,15,0.0,,,,,,,,,
,SLI,16,8,16,20.0,5.0,,,,,,,,
,SLI,16,9,17,0.0,,,,,,,,,
,SLI,16,9,18,20.0,5.0,,,,,,,,
,SLI,16,10,19,0.0,,,,,,,,,
,SLI,16,10,20,20.0,5.0,,,,,,,,
,SLI,16,11,21,0.0,,,,,,,,,
,SLI,16,11,22,20.0,5.0,,,,,,,,
,SLI,16,12,23,0.0,,,,,,,,,
,SLI,16,12,24,20.0,5.0,,,,,,,,
,SLI,17,1,1,0.0,,,,,,,,,
,SLI,17,1,2,20.0,5.0,,,,,,,,
,SLI,17,2,3,0.0,,,,,,,,,
,SLI,17,2,4,20.0,5.0,,,,,,,,
,SLI,17,3,5,0.0,,,,,,,,,
,SLI,17,3,6,20.0,5.0,,,,,,,,
,SLI,17,4,7,0.0,,,,,,,,,
,SLI,17,4,8,20.0,5.0,,,,,,,,
,SLI,17,5,9,0.0,,,,,,,,,
,SLI,17,5,10,20.0,5.0,,,,,,,,
,SLI,17,6,11,0.0,,,,,,,,,
,SLI,17,6,12,20.0,6.0,,,,,,,,
,SLI,17,7,13,0.0,,,,,,,,,
,SLI,17,7,14,20.0,6.0,,,,,,,,
,SLI,17,8,15,0.0,,,,,,,,,
,SLI,17,8,16,20.0,6.0,,,,,,,,
,SLI,17,9,17,0.0,,,,,,,,,
,SLI,17,9,18,20.0,6.0,,,,,,,,
,SLI,17,10,19,0.0,,,,,,,,,
,SLI,17,10,20,20.0,6.0,,,,,,,,
,SLI,17,11,21,0.0,,,,,,,,,
,SLI,17,11,22,20.0,6.0,,,,,,,,
,SLI,17,12,23,0.0,,,,,,,,,
,SLI,17,12,24,20.0,6.0,,,,,,,,
,SLI,18,1,1,0.0,,,,,,,,,
,SLI,18,1,2,20.0,6.0,,,,,,,,
,SLI,18,2,3,0.0,,,,,,,,,
,SLI,18,2,4,20.0,6.0,,,,,,,,
,SLI,18,3,5,0.0,,,,,,,,,
,SLI,18,3,6,20.0,6.0,,,,,,,,
,SLI,18,4,7,0.0,,,,,,,,,
,SLI,18,4,8,20.0,6.0,,,,,,,,
,SLI,18,5,9,0.0,,,,,,,,,
,SLI,18,5,10,20.0,6.0,,,,,,,,
,SLI,18,6,11,0.0,,,,,,,,,
,SLI,18,6,12,20.0,6.0,,,,,,,,
,SLI,18,7,13,0.0,,,,,,,,,
,SLI,18,7,14,20.0,6.0,,,,,,,,
,SLI,18,8,15,0.0,,,,,,,,,
,SLI,18,8,16,20.0,6.0,,,,,,,,
,SLI,18,9,17,0.0,,,,,,,,,
,SLI,18,9,18,20.0,6.0,,,,,,,,
,SLI,18,10,19,0.0,,,,,,,,,
,SLI,18,10,20,20.0,6.0,,,,,,,,
,SLI,18,11,21,0.0,,,,,,,,,
,SLI,18,11,22,20.0,6.0,,,,,,,,
,SLI,18,12,23,0.0,,,,,,,,,
,SLI,18,12,24,20.0,6.0,,,,,,,,
,FLN,1,1,1,0.0,,,,,,,,,
,FLN,1,1,2,20.0,1.0,,,,,,,,
,FLN,1,2,3,0.0,,,,,,,,,
,FLN,1,2,4,20.0,1.0,,,,,,,,
,FLN,1,3,5,0.0,,,,,,,,,
,FLN,1,3,6,20.0,1.0,,,,,,,,
,FLN,1,4,7,0.0,,,,,,,,,
,FLN,1,4,8,20.0,1.0,,,,,,,,
,FLN,1,5,9,0.0,,,,,,,,,
,FLN,1,5,10,20.0,1.0,,,,,,,,
,FLN,1,6,11,0.0,,,,,,,,,
,FLN,1,6,12,20.0,1.0,,,,,,,,
,FLN,1,7,13,0.0,,,,,,,,,
,FLN,1,7,14,18.0,1.0,,,,,,,,
,FLN,1,8,15,0.0,,,,,,,,,
,FLN,1,8,16,18.0,2.0,,,,,,,,
,FLN,1,9,17,0.0,,,,,,,,,
,FLN,1,9,18,18.0,2.0,,,,,,,,
,FLN,1,10,19,0.0,,,,,,,,,
,FLN,1,10,20,18.0,2.0,,,,,,,,
,FLN,1,11,21,0.0,,,,,,,,,
,FLN,1,11,22,18.0,2.0,,,,,,,,
,FLN,1,12,23,0.0,,,,,,,,,
,FLN,1,12,24,18.0,2.0,,,,,,,,
,FLN,2,1,1,0.0,,,,,,,,,
,FLN,2,1,2,20.0,1.0,,,,,,,,
,FLN,2,2,3,0.0,,,,,,,,,
,FLN,2,2,4,20.0,1.0,,,,,,,,
,FLN,2,3,5,0.0,,,,,,,,,
,FLN,2,3,6,20.0,1.0,,,,,,,,
,FLN,2,4,7,0.0,,,,,,,,,
,FLN,2,4,8,20.0,1.0,,,,,,,,
,FLN,2,5,9,0.0,,,,,,,,,
,FLN,2,5,10,20.0,1.0,,,,,,,,
,FLN,2,6,11,0.0,,,,,,,,,
,FLN,2,6,12,20.0,1.0,,,,,,,,
,FLN,2,7,13,0.0,,,,,,,,,
,FLN,2,7,14,18.0,1.0,,,,,,,,
,FLN,2,8,15,0.0,,,,,,,,,
,FLN,2,8,16,19.0,2.0,,,,,,,,
,FLN,2,9,17,0.0,,,,,,,,,
,FLN,2,9,18,19.0,2.0,,,,,,,,
,FLN,2,10,19,0.0,,,,,,,,,
,FLN,2,10,20,19.0,2.0,,,,,,,,
,FLN,2,11,21,0.0,,,,,,,,,
,FLN,2,11,22,19.0,2.0,,,,,,,,
,FLN,2,12,23,0.0,,,,,,,,,
,FLN,2,12,24,0.0,,,,,,,,,
,FLN,3,1,1,0.0,,,,,,,,,
,FLN,3,1,2,20.0,1.0,,,,,,,,
,FLN,3,2,3,0.0,,,,,,,,,
,FLN,3,2,4,20.0,1.0,,,,,,,,
,FLN,3,3,5,0.0,,,,,,,,,
,FLN,3,3,6,20.0,1.0,,,,,,,,
,FLN,3,4,7,0.0,,,,,,,,,
,FLN,3,4,8,20.0,1.0,,,,,,,,
,FLN,3,5,9,0.0,,,,,,,,,
,FLN,3,5,10,20.0,1.0,,,,,,,,
,FLN,3,6,11,0.0,,,,,,,,,
,FLN,3,6,12,20.0,1.0,,,,,,,,
,FLN,3,7,13,0.0,,,,,,,,,
,FLN,3,7,14,19.0,2.0,,,,,,,,
,FLN,3,8,15,0.0,,,,,,,,,
,FLN,3,8,16,19.0,2.0,,,,,,,,
,FLN,3,9,17,0.0,,,,,,,,,
,FLN,3,9,18,19.0,2.0,,,,,,,,
,FLN,3,10,19,0.0,,,,,,,,,
,FLN,3,10,20,19.0,2.0,,,,,,,,
,FLN,3,11,21,0.0,,,,,,,,,
,FLN,3,11,22,19.0,2.0,,,,,,,,
,FLN,3,12,23,0.0,,,,,,,,,
,FLN,3,12,24,0.0,,,,,,,,,
,FLN,4,1,1,0.0,,,,,,,,,
,FLN,4,1,2,20.0,3.0,,,,,,,,
,FLN,4,2,3,0.0,,,,,,,,,
,FLN,4,2,4,20.0,4.0,,,,,,,,
,FLN,4,3,5,0.0,,,,,,,,,
,FLN,4,3,6,20.0,4.0,,,,,,,,
,FLN,4,4,7,0.0,,,,,,,,,
,FLN,4,4,8,20.0,4.0,,,,,,,,
,FLN,4,5,9,0.0,,,,,,,,,
,FLN,4,5,10,20.0,4.0,,,,,,,,
,FLN,4,6,11,0.0,,,,,,,,,
,FLN,4,6,12,20.0,4.0,,,,,,,,
,FLN,4,7,13,0.0,,,,,,,,,
,FLN,4,7,14,20.0,4.0,,,,,,,,
,FLN,4,8,15,0.0,,,,,,,,,
,FLN,4,8,16,20.0,4.0,,,,,,,,
,FLN,4,9,17,0.0,,,,,,,,,
,FLN,4,9,18,20.0,4.0,,,,,,,,
,FLN,4,10,19,0.0,,,,,,,,,
,FLN,4,10,20,20.0,4.0,,,,,,,,
,FLN,4,11,21,0.0,,,,,,,,,
,FLN,4,11,22,20.0,3.0,,,,,,,,
,FLN,4,12,23,18.0,4.0,,,,,,,,
,FLN,4,12,24,18.0,4.0,,,,,,,,
,FLN,5,1,1,0.0,,,,,,,,,
,FLN,5,1,2,20.0,3.0,,,,,,,,
,FLN,5,2,3,0.0,,,,,,,,,
,FLN,5,2,4,20.0,4.0,,,,,,,,
,FLN,5,3,5,0.0,,,,,,,,,
,FLN,5,3,6,20.0,3.0,,,,,,,,
,FLN,5,4,7,0.0,,,,,,,,,
,FLN,5,4,8,20.0,3.0,,,,,,,,
,FLN,5,5,9,0.0,,,,,,,,,
,FLN,5,5,10,20.0,3.0,,,,,,,,
,FLN,5,6,11,0.0,,,,,,,,,
,FLN,5,6,12,20.0,3.0,,,,,,,,
,FLN,5,7,13,0.0,,,,,,,,,
,FLN,5,7,14,20.0,3.0,,,,,,,,
,FLN,5,8,15,0.0,,,,,,,,,
,FLN,5,8,16,20.0,3.0,,,,,,,,
,FLN,5,9,17,0.0,,,,,,,,,
,FLN,5,9,18,20.0,4.0,,,,,,,,
,FLN,5,10,19,0.0,,,,,,,,,
,FLN,5,10,20,20.0,4.0,,,,,,,,
,FLN,5,11,21,0.0,,,,,,,,,
,FLN,5,11,22,20.0,4.0,,,,,,,,
,FLN,5,12,23,18.0,4.0,,,,,,,,
,FLN,5,12,24,18.0,4.0,,,,,,,,
,FLN,6,1,1,0.0,,,,,,,,,
,FLN,6,1,2,20.0,4.0,,,,,,,,
,FLN,6,2,3,0.0,,,,,,,,,
,FLN,6,2,4,20.0,4.0,,,,,,,,
,FLN,6,3,5,0.0,,,,,,,,,
,FLN,6,3,6,20.0,4.0,,,,,,,,
,FLN,6,4,7,0.0,,,,,,,,,
,FLN,6,4,8,20.0,4.0,,,,,,,,
,FLN,6,5,9,0.0,,,,,,,,,
,FLN,6,5,10,20.0,4.0,,,,,,,,
,FLN,6,6,11,0.0,,,,,,,,,
,FLN,6,6,12,20.0,3.0,,,,,,,,
,FLN,6,7,13,0.0,,,,,,,,,
,FLN,6,7,14,20.0,3.0,,,,,,,,
,FLN,6,8,15,0.0,,,,,,,,,
,FLN,6,8,16,20.0,3.0,,,,,,,,
,FLN,6,9,17,0.0,,,,,,,,,
,FLN,6,9,18,20.0,3.0,,,,,,,,
,FLN,6,10,19,0.0,,,,,,,,,
,FLN,6,10,20,20.0,3.0,,,,,,,,
,FLN,6,11,21,0.0,,,,,,,,,
,FLN,6,11,22,18.0,4.0,,,,,,,,
,FLN,6,12,23,0.0,,,,,,,,,
,FLN,6,12,24,18.0,4.0,,,,,,,,
,FLN,7,1,1,0.0,,,,,,,,,
,FLN,7,1,2,20.0,3.0,,,,,,,,
,FLN,7,2,3,0.0,,,,,,,,,
,FLN,7,2,4,20.0,3.0,,,,,,,,
,FLN,7,3,5,0.0,,,,,,,,,
,FLN,7,3,6,20.0,3.0,,,,,,,,
,FLN,7,4,7,0.0,,,,,,,,,
,FLN,7,4,8,20.0,3.0,,,,,,,,
,FLN,7,5,9,0.0,,,,,,,,,
,FLN,7,5,10,20.0,4.0,,,,,,,,
,FLN,7,6,11,0.0,,,,,,,,,
,FLN,7,6,12,20.0,4.0,,,,,,,,
,FLN,7,7,13,0.0,,,,,,,,,
,FLN,7,7,14,20.0,4.0,,,,,,,,
,FLN,7,8,15,0.0,,,,,,,,,
,FLN,7,8,16,20.0,4.0,,,,,,,,
,FLN,7,9,17,0.0,,,,,,,,,
,FLN,7,9,18,20.0,3.0,,,,,,,,
,FLN,7,10,19,0.0,,,,,,,,,
,FLN,7,10,20,20.0,3.0,,,,,,,,
,FLN,7,11,21,0.0,,,,,,,,,
,FLN,7,11,22,20.0,3.0,,,,,,,,
,FLN,7,12,23,18.0,4.0,,,,,,,,
,FLN,7,12,24,18.0,4.0,,,,,,,,
,CP MJL,1,1,1,20.0,1.0,,,,,,,,
,CP MJL,1,1,2,,,,,,,,,,
,CP MJL,1,2,3,20.0,1.0,,,,,,,,
,CP MJL,1,2,4,,,,,,,,,,
,CP MJL,1,3,5,20.0,1.0,,,,,,,,
,CP MJL,1,3,6,,,,,,,,,,
,CP MJL,1,4,7,20.0,1.0,,,,,,,,
,CP MJL,1,4,8,,,,,,,,,,
,CP MJL,1,5,9,20.0,1.0,,,,,,,,
,CP MJL,1,5,10,,,,,,,,,,
,CP MJL,1,6,11,20.0,1.0,,,,,,,,
,CP MJL,1,6,12,,,,,,,,,,
,CP MJL,1,7,13,20.0,1.0,,,,,,,,
,CP MJL,1,7,14,,,,,,,,,,
,CP MJL,1,8,15,20.0,1.0,,,,,,,,
,CP MJL,1,8,16,,,,,,,,,,
,CP MJL,1,9,17,20.0,1.0,,,,,,,,
,CP MJL,1,9,18,,,,,,,,,,
,CP MJL,1,10,19,18.0,2.0,,,,,,,,
,CP MJL,1,10,20,,,,,,,,,,
,CP MJL,1,11,21,16.0,1.0,,,,,,,,
,CP MJL,1,11,22,,,,,,,,,,
,CP MJL,1,12,23,16.0,1.0,,,,,,,,
,CP MJL,1,12,24,,,,,,,,,,
,CP MJL,2,1,1,20.0,1.0,,,,,,,,
,CP MJL,2,1,2,,,,,,,,,,
,CP MJL,2,2,3,20.0,1.0,,,,,,,,
,CP MJL,2,2,4,,,,,,,,,,
,CP MJL,2,3,5,20.0,1.0,,,,,,,,
,CP MJL,2,3,6,,,,,,,,,,
,CP MJL,2,4,7,20.0,1.0,,,,,,,,
,CP MJL,2,4,8,,,,,,,,,,
,CP MJL,2,5,9,20.0,1.0,,,,,,,,
,CP MJL,2,5,10,,,,,,,,,,
,CP MJL,2,6,11,20.0,1.0,,,,,,,,
,CP MJL,2,6,12,,,,,,,,,,
